"","date","name","category","value"
"1360","2013-01-01","Duracell","FMCG",4645
"1361","2013-01-01","Jack Daniel's","Alcohol",4642
"1362","2013-01-01","Avon","FMCG",4610
"1363","2013-01-01","Ralph Lauren","Apparel",4584
"1364","2013-01-01","Chevrolet","Automotive",4578
"1365","2013-01-01","Kleenex","FMCG",4428
"1366","2013-01-01","Starbucks","Restaurants",4399
"1367","2013-01-01","Heineken","Alcohol",4331
"1368","2013-01-01","Corona","Alcohol",4276
"1369","2013-01-01","Pizza Hut","Restaurants",4269
"1370","2013-01-01","Smirnoff","Alcohol",4262
"1371","2013-01-01","Harley-Davidson","Automotive",4230
"1372","2013-01-01","Mastercard","Financial Services",4206
"1373","2013-01-01","Ferrari","Automotive",4013
"1374","2013-01-01","Moët & Chandon","Alcohol",3943
"1375","2013-01-01","Gap","Apparel",3920
"1376","2014-01-01","Apple","Technology",118863
"1377","2014-01-01","Google","Technology",107439
"1378","2014-01-01","Coca-Cola","Beverages",81563
"1379","2014-01-01","IBM","Business Services",72244
"1380","2014-01-01","Microsoft","Technology",61154
"1381","2014-01-01","GE","Diversified",45480
"1382","2014-01-01","Samsung","Technology",45462
"1383","2014-01-01","Toyota","Automotive",42392
"1384","2014-01-01","McDonald's","Restaurants",42254
"1385","2014-01-01","Mercedes-Benz","Automotive",34338
"1386","2014-01-01","BMW","Automotive",34214
"1387","2014-01-01","Intel","Technology",34153
"1388","2014-01-01","Disney","Media",32223
"1389","2014-01-01","Cisco","Business Services",30936
"1390","2014-01-01","Amazon","Technology",29478
"1391","2014-01-01","Oracle","Business Services",25980
"1392","2014-01-01","HP","Electronics",23758
"1393","2014-01-01","Gillette","FMCG",22845
"1394","2014-01-01","Louis Vuitton","Luxury",22552
"1395","2014-01-01","Honda","Automotive",21673
"1396","2014-01-01","H&M","Apparel",21083
"1397","2014-01-01","Nike","Sporting Goods",19875
"1398","2014-01-01","American Express","Financial Services",19510
"1399","2014-01-01","Pepsi","Beverages",19119
"1400","2014-01-01","SAP","Business Services",17340
"1401","2014-01-01","IKEA","Retail",15885
"1402","2014-01-01","UPS","Logistics",14470
"1403","2014-01-01","eBay","Retail",14358
"1404","2014-01-01","Facebook","Technology",14349
"1405","2014-01-01","Pampers","FMCG",14078
"1406","2014-01-01","Volkswagen","Automotive",13716
"1407","2014-01-01","Kellogg's","FMCG",13442
"1408","2014-01-01","HSBC","Financial Services",13142
"1409","2014-01-01","Budweiser","Alcohol",13024
"1410","2014-01-01","J.P. Morgan","Financial Services",12456
"1411","2014-01-01","Zara","Apparel",12126
"1412","2014-01-01","Canon","Electronics",11702
"1413","2014-01-01","NESCAFÉ","Beverages",11406
"1414","2014-01-01","Ford","Automotive",10876
"1415","2014-01-01","Hyundai","Automotive",10409
"1416","2014-01-01","Gucci","Luxury",10385
"1417","2014-01-01","Philips","Electronics",10264
"1418","2014-01-01","L'Oréal","FMCG",10162
"1419","2014-01-01","Accenture","Business Services",9882
"1420","2014-01-01","Audi","Automotive",9831
"1421","2014-01-01","Hermès","Luxury",8977
"1422","2014-01-01","Goldman Sachs","Financial Services",8758
"1423","2014-01-01","Citi","Financial Services",8737
"1424","2014-01-01","Siemens","Diversified",8672
"1425","2014-01-01","Colgate","FMCG",8215
"1426","2014-01-01","Danone","FMCG",8205
"1427","2014-01-01","Sony","Electronics",8133
"1428","2014-01-01","AXA","Financial Services",8120
"1429","2014-01-01","Nestlé","FMCG",8000
"1430","2014-01-01","Allianz","Financial Services",7702
"1431","2014-01-01","Nissan","Automotive",7623
"1432","2014-01-01","Thomson Reuters","Media",7472
"1433","2014-01-01","Cartier","Luxury",7449
"1434","2014-01-01","adidas","Sporting Goods",7378
"1435","2014-01-01","Porsche","Automotive",7171
"1436","2014-01-01","Caterpillar","Diversified",6812
"1437","2014-01-01","Xerox","Business Services",6641
"1438","2014-01-01","Morgan Stanley","Financial Services",6334
"1439","2014-01-01","Panasonic","Electronics",6303
"1440","2014-01-01","Shell","Energy",6288
"1441","2014-01-01","3M","Diversified",6177
"1442","2014-01-01","Discovery","Media",6143
"1443","2014-01-01","KFC","Restaurants",6059
"1444","2014-01-01","Visa","Financial Services",5998
"1445","2014-01-01","Prada","Luxury",5977
"1446","2014-01-01","Tiffany & Co.","Luxury",5936
"1447","2014-01-01","Sprite","Beverages",5646
"1448","2014-01-01","Burberry","Luxury",5594
"1449","2014-01-01","Kia","Automotive",5396
"1450","2014-01-01","Banco Santander","Financial Services",5382
"1451","2014-01-01","Starbucks","Restaurants",5382
"1452","2014-01-01","Adobe","Business Services",5333
"1453","2014-01-01","Johnson & Johnson","FMCG",5194
"1454","2014-01-01","John Deere","Diversified",5124
"1455","2014-01-01","MTV","Media",5102
"1456","2014-01-01","DHL","Logistics",5084
"1457","2014-01-01","Chevrolet","Automotive",5036
"1458","2014-01-01","Ralph Lauren","Apparel",4979
"1459","2014-01-01","Duracell","FMCG",4935
"1460","2014-01-01","Jack Daniel's","Alcohol",4884
"1461","2014-01-01","Johnnie Walker","Alcohol",4842
"1462","2014-01-01","Harley-Davidson","Automotive",4772
"1463","2014-01-01","Mastercard","Financial Services",4758
"1464","2014-01-01","Kleenex","FMCG",4643
"1465","2014-01-01","Smirnoff","Alcohol",4609
"1466","2014-01-01","Land Rover","Automotive",4473
"1467","2014-01-01","FedEx","Logistics",4414
"1468","2014-01-01","Corona","Alcohol",4387
"1469","2014-01-01","Huawei","Technology",4313
"1470","2014-01-01","Heineken","Alcohol",4221
"1471","2014-01-01","Pizza Hut","Restaurants",4196
"1472","2014-01-01","Hugo Boss","Apparel",4143
"1473","2014-01-01","Nokia","Technology",4138
"1474","2014-01-01","Gap","Apparel",4122
"1475","2014-01-01","Nintendo","Electronics",4103
"1476","2015-01-01","Apple","Technology",170276
"1477","2015-01-01","Google","Technology",120314
"1478","2015-01-01","Coca-Cola","Beverages",78423
"1479","2015-01-01","Microsoft","Technology",67670
"1480","2015-01-01","IBM","Business Services",65095
"1481","2015-01-01","Toyota","Automotive",49048
"1482","2015-01-01","Samsung","Technology",45297
"1483","2015-01-01","GE","Diversified",42267
"1484","2015-01-01","McDonald's","Restaurants",39809
"1485","2015-01-01","Amazon","Technology",37948
"1486","2015-01-01","BMW","Automotive",37212
"1487","2015-01-01","Mercedes-Benz","Automotive",36711
"1488","2015-01-01","Disney","Media",36514
"1489","2015-01-01","Intel","Technology",35415
"1490","2015-01-01","Cisco","Business Services",29854
"1491","2015-01-01","Oracle","Business Services",27283
"1492","2015-01-01","Nike","Sporting Goods",23070
"1493","2015-01-01","HP","Electronics",23056
"1494","2015-01-01","Honda","Automotive",22975
"1495","2015-01-01","Louis Vuitton","Luxury",22250
"1496","2015-01-01","H&M","Apparel",22222
"1497","2015-01-01","Gillette","FMCG",22218
"1498","2015-01-01","Facebook","Technology",22029
"1499","2015-01-01","Pepsi","Beverages",19622
"1500","2015-01-01","American Express","Financial Services",18922
"1501","2015-01-01","SAP","Business Services",18768
"1502","2015-01-01","IKEA","Retail",16541
"1503","2015-01-01","Pampers","FMCG",15267
"1504","2015-01-01","UPS","Logistics",14723
"1505","2015-01-01","Zara","Apparel",14031
"1506","2015-01-01","Budweiser","Alcohol",13943
"1507","2015-01-01","eBay","Retail",13940
"1508","2015-01-01","J.P. Morgan","Financial Services",13749
"1509","2015-01-01","Kellogg's","FMCG",12637
"1510","2015-01-01","Volkswagen","Automotive",12545
"1511","2015-01-01","NESCAFÉ","Beverages",12257
"1512","2015-01-01","HSBC","Financial Services",11656
"1513","2015-01-01","Ford","Automotive",11578
"1514","2015-01-01","Hyundai","Automotive",11293
"1515","2015-01-01","Canon","Electronics",11278
"1516","2015-01-01","Hermès","Luxury",10944
"1517","2015-01-01","Accenture","Business Services",10800
"1518","2015-01-01","L'Oréal","FMCG",10798
"1519","2015-01-01","Audi","Automotive",10328
"1520","2015-01-01","Citi","Financial Services",9784
"1521","2015-01-01","Goldman Sachs","Financial Services",9526
"1522","2015-01-01","Philips","Electronics",9400
"1523","2015-01-01","AXA","Financial Services",9254
"1524","2015-01-01","Nissan","Automotive",9082
"1525","2015-01-01","Gucci","Luxury",8882
"1526","2015-01-01","Danone","FMCG",8632
"1527","2015-01-01","Nestlé","FMCG",8588
"1528","2015-01-01","Siemens","Diversified",8553
"1529","2015-01-01","Allianz","Financial Services",8498
"1530","2015-01-01","Colgate","FMCG",8464
"1531","2015-01-01","Porsche","Automotive",8055
"1532","2015-01-01","Cartier","Luxury",7924
"1533","2015-01-01","Sony","Electronics",7702
"1534","2015-01-01","3M","Diversified",7243
"1535","2015-01-01","Morgan Stanley","Financial Services",7083
"1536","2015-01-01","Visa","Financial Services",6870
"1537","2015-01-01","adidas","Sporting Goods",6811
"1538","2015-01-01","Thomson Reuters","Media",6583
"1539","2015-01-01","Discovery","Media",6509
"1540","2015-01-01","Panasonic","Electronics",6436
"1541","2015-01-01","Tiffany & Co.","Luxury",6306
"1542","2015-01-01","Starbucks","Restaurants",6266
"1543","2015-01-01","Adobe","Business Services",6257
"1544","2015-01-01","Prada","Luxury",6222
"1545","2015-01-01","Banco Santander","Financial Services",6097
"1546","2015-01-01","Xerox","Business Services",6033
"1547","2015-01-01","Caterpillar","Diversified",5976
"1548","2015-01-01","Burberry","Luxury",5873
"1549","2015-01-01","Kia","Automotive",5666
"1550","2015-01-01","KFC","Restaurants",5639
"1551","2015-01-01","Mastercard","Financial Services",5551
"1552","2015-01-01","Johnson & Johnson","FMCG",5533
"1553","2015-01-01","Shell","Energy",5530
"1554","2015-01-01","Harley-Davidson","Automotive",5460
"1555","2015-01-01","DHL","Logistics",5391
"1556","2015-01-01","Sprite","Beverages",5365
"1557","2015-01-01","LEGO","FMCG",5362
"1558","2015-01-01","John Deere","Diversified",5208
"1559","2015-01-01","Jack Daniel's","Alcohol",5161
"1560","2015-01-01","Chevrolet","Automotive",5133
"1561","2015-01-01","FedEx","Logistics",5130
"1562","2015-01-01","Land Rover","Automotive",5109
"1563","2015-01-01","Huawei","Technology",4952
"1564","2015-01-01","Heineken","Alcohol",4822
"1565","2015-01-01","MTV","Media",4763
"1566","2015-01-01","Ralph Lauren","Apparel",4629
"1567","2015-01-01","Johnnie Walker","Alcohol",4540
"1568","2015-01-01","Corona","Alcohol",4456
"1569","2015-01-01","Smirnoff","Alcohol",4407
"1570","2015-01-01","Kleenex","FMCG",4330
"1571","2015-01-01","Hugo Boss","Apparel",4270
"1572","2015-01-01","PayPal","Financial Services",4251
"1573","2015-01-01","MINI","Automotive",4243
"1574","2015-01-01","Moët & Chandon","Alcohol",4131
"1575","2015-01-01","Lenovo","Technology",4114
"1576","2016-01-01","Apple","Technology",178119
"1577","2016-01-01","Google","Technology",133252
"1578","2016-01-01","Coca-Cola","Beverages",73102
"1579","2016-01-01","Microsoft","Technology",72795
"1580","2016-01-01","Toyota","Automotive",53580
"1581","2016-01-01","IBM","Business Services",52500
"1582","2016-01-01","Samsung","Technology",51808
"1583","2016-01-01","Amazon","Technology",50338
"1584","2016-01-01","Mercedes-Benz","Automotive",43490
"1585","2016-01-01","GE","Diversified",43130
"1586","2016-01-01","BMW","Automotive",41535
"1587","2016-01-01","McDonald's","Restaurants",39381
"1588","2016-01-01","Disney","Media",38790
"1589","2016-01-01","Intel","Technology",36952
"1590","2016-01-01","Facebook","Technology",32593
"1591","2016-01-01","Cisco","Business Services",30948
"1592","2016-01-01","Oracle","Business Services",26552
"1593","2016-01-01","Nike","Sporting Goods",25034
"1594","2016-01-01","Louis Vuitton","Luxury",23998
"1595","2016-01-01","H&M","Apparel",22681
"1596","2016-01-01","Honda","Automotive",22106
"1597","2016-01-01","SAP","Business Services",21293
"1598","2016-01-01","Pepsi","Beverages",20265
"1599","2016-01-01","Gillette","FMCG",19950
"1600","2016-01-01","American Express","Financial Services",18358
"1601","2016-01-01","IKEA","Retail",17834
"1602","2016-01-01","Zara","Apparel",16766
"1603","2016-01-01","Pampers","FMCG",16134
"1604","2016-01-01","UPS","Logistics",15333
"1605","2016-01-01","Budweiser","Alcohol",15099
"1606","2016-01-01","J.P. Morgan","Financial Services",14227
"1607","2016-01-01","eBay","Retail",13136
"1608","2016-01-01","Ford","Automotive",12962
"1609","2016-01-01","Hermès","Luxury",12833
"1610","2016-01-01","Hyundai","Automotive",12547
"1611","2016-01-01","NESCAFÉ","Beverages",12517
"1612","2016-01-01","Accenture","Business Services",12033
"1613","2016-01-01","Audi","Automotive",11799
"1614","2016-01-01","Kellogg's","FMCG",11711
"1615","2016-01-01","Volkswagen","Automotive",11436
"1616","2016-01-01","Philips","Electronics",11336
"1617","2016-01-01","Canon","Electronics",11081
"1618","2016-01-01","Nissan","Automotive",11066
"1619","2016-01-01","Hewlett Packard Enterprise","Business Services",11027
"1620","2016-01-01","L'Oréal","FMCG",10930
"1621","2016-01-01","AXA","Financial Services",10579
"1622","2016-01-01","HSBC","Financial Services",10458
"1623","2016-01-01","HP","Electronics",10386
"1624","2016-01-01","Citi","Financial Services",10276
"1625","2016-01-01","Porsche","Automotive",9537
"1626","2016-01-01","Allianz","Financial Services",9528
"1627","2016-01-01","Siemens","Diversified",9415
"1628","2016-01-01","Gucci","Luxury",9385
"1629","2016-01-01","Goldman Sachs","Financial Services",9378
"1630","2016-01-01","Danone","FMCG",9197
"1631","2016-01-01","Nestlé","FMCG",8708
"1632","2016-01-01","Colgate","FMCG",8413
"1633","2016-01-01","Sony","Electronics",8315
"1634","2016-01-01","3M","Diversified",8199
"1635","2016-01-01","adidas","Sporting Goods",7885
"1636","2016-01-01","Visa","Financial Services",7747
"1637","2016-01-01","Cartier","Luxury",7738
"1638","2016-01-01","Adobe","Business Services",7586
"1639","2016-01-01","Starbucks","Restaurants",7490
"1640","2016-01-01","Morgan Stanley","Financial Services",7200
"1641","2016-01-01","Thomson Reuters","Media",6830
"1642","2016-01-01","LEGO","FMCG",6691
"1643","2016-01-01","Panasonic","Electronics",6365
"1644","2016-01-01","Kia","Automotive",6326
"1645","2016-01-01","Banco Santander","Financial Services",6223
"1646","2016-01-01","Discovery","Media",5944
"1647","2016-01-01","Huawei","Technology",5835
"1648","2016-01-01","Johnson & Johnson","FMCG",5790
"1649","2016-01-01","Tiffany & Co.","Luxury",5761
"1650","2016-01-01","KFC","Restaurants",5742
"1651","2016-01-01","Mastercard","Financial Services",5736
"1652","2016-01-01","DHL","Logistics",5708
"1653","2016-01-01","Land Rover","Automotive",5696
"1654","2016-01-01","FedEx","Logistics",5579
"1655","2016-01-01","Harley-Davidson","Automotive",5527
"1656","2016-01-01","Prada","Luxury",5504
"1657","2016-01-01","Caterpillar","Diversified",5425
"1658","2016-01-01","Burberry","Luxury",5362
"1659","2016-01-01","Xerox","Business Services",5290
"1660","2016-01-01","Jack Daniel's","Alcohol",5193
"1661","2016-01-01","Sprite","Beverages",5148
"1662","2016-01-01","Heineken","Alcohol",5123
"1663","2016-01-01","MINI","Automotive",4986
"1664","2016-01-01","Dior","Luxury",4909
"1665","2016-01-01","PayPal","Financial Services",4839
"1666","2016-01-01","John Deere","Diversified",4815
"1667","2016-01-01","Shell","Energy",4599
"1668","2016-01-01","Corona","Alcohol",4509
"1669","2016-01-01","MTV","Media",4320
"1670","2016-01-01","Johnnie Walker","Alcohol",4317
"1671","2016-01-01","Smirnoff","Alcohol",4252
"1672","2016-01-01","Moët & Chandon","Alcohol",4118
"1673","2016-01-01","Ralph Lauren","Apparel",4092
"1674","2016-01-01","Lenovo","Technology",4045
"1675","2016-01-01","Tesla","Automotive",4011
"1676","2017-01-01","Apple","Technology",184154
"1677","2017-01-01","Google","Technology",141703
"1678","2017-01-01","Microsoft","Technology",79999
"1679","2017-01-01","Coca-Cola","Beverages",69733
"1680","2017-01-01","Amazon","Technology",64796
"1681","2017-01-01","Samsung","Technology",56249
"1682","2017-01-01","Toyota","Automotive",50291
"1683","2017-01-01","Facebook","Technology",48188
"1684","2017-01-01","Mercedes-Benz","Automotive",47829
"1685","2017-01-01","IBM","Business Services",46829
"1686","2017-01-01","GE","Diversified",44208
"1687","2017-01-01","McDonald's","Restaurants",41533
"1688","2017-01-01","BMW","Automotive",41521
"1689","2017-01-01","Disney","Media",40772
"1690","2017-01-01","Intel","Technology",39459
"1691","2017-01-01","Cisco","Business Services",31930
"1692","2017-01-01","Oracle","Business Services",27466
"1693","2017-01-01","Nike","Sporting Goods",27021
"1694","2017-01-01","Louis Vuitton","Luxury",22919
"1695","2017-01-01","Honda","Automotive",22696
"1696","2017-01-01","SAP","Business Services",22635
"1697","2017-01-01","Pepsi","Beverages",20491
"1698","2017-01-01","H&M","Apparel",20488
"1699","2017-01-01","Zara","Apparel",18573
"1700","2017-01-01","IKEA","Retail",18472
"1701","2017-01-01","Gillette","FMCG",18200
"1702","2017-01-01","American Express","Financial Services",17787
"1703","2017-01-01","Pampers","FMCG",16416
"1704","2017-01-01","UPS","Logistics",16387
"1705","2017-01-01","J.P. Morgan","Financial Services",15749
"1706","2017-01-01","Budweiser","Alcohol",15375
"1707","2017-01-01","Hermès","Luxury",14210
"1708","2017-01-01","Ford","Automotive",13643
"1709","2017-01-01","eBay","Retail",13224
"1710","2017-01-01","Hyundai","Automotive",13193
"1711","2017-01-01","NESCAFÉ","Beverages",12661
"1712","2017-01-01","Accenture","Business Services",12471
"1713","2017-01-01","Audi","Automotive",12023
"1714","2017-01-01","Nissan","Automotive",11534
"1715","2017-01-01","Volkswagen","Automotive",11522
"1716","2017-01-01","Philips","Electronics",11519
"1717","2017-01-01","AXA","Financial Services",11073
"1718","2017-01-01","Kellogg's","FMCG",10972
"1719","2017-01-01","Goldman Sachs","Financial Services",10864
"1720","2017-01-01","L'Oréal","FMCG",10674
"1721","2017-01-01","Citi","Financial Services",10599
"1722","2017-01-01","HSBC","Financial Services",10534
"1723","2017-01-01","Porsche","Automotive",10129
"1724","2017-01-01","Allianz","Financial Services",10059
"1725","2017-01-01","Siemens","Diversified",9982
"1726","2017-01-01","Gucci","Luxury",9969
"1727","2017-01-01","Canon","Electronics",9788
"1728","2017-01-01","HP","Electronics",9541
"1729","2017-01-01","Danone","FMCG",9322
"1730","2017-01-01","adidas","Sporting Goods",9216
"1731","2017-01-01","Adobe","Business Services",9060
"1732","2017-01-01","Hewlett Packard Enterprise","Business Services",8951
"1733","2017-01-01","3M","Diversified",8947
"1734","2017-01-01","Nestlé","FMCG",8728
"1735","2017-01-01","Starbucks","Restaurants",8704
"1736","2017-01-01","Sony","Electronics",8474
"1737","2017-01-01","Colgate","FMCG",8325
"1738","2017-01-01","Morgan Stanley","Financial Services",8205
"1739","2017-01-01","Visa","Financial Services",7815
"1740","2017-01-01","Cartier","Luxury",7547
"1741","2017-01-01","Thomson Reuters","Media",7100
"1742","2017-01-01","LEGO","FMCG",7024
"1743","2017-01-01","Banco Santander","Financial Services",6702
"1744","2017-01-01","Kia","Automotive",6683
"1745","2017-01-01","Huawei","Technology",6676
"1746","2017-01-01","Mastercard","Financial Services",6350
"1747","2017-01-01","FedEx","Logistics",6255
"1748","2017-01-01","Land Rover","Automotive",6095
"1749","2017-01-01","Johnson & Johnson","FMCG",6041
"1750","2017-01-01","Panasonic","Electronics",5983
"1751","2017-01-01","DHL","Logistics",5715
"1752","2017-01-01","Harley-Davidson","Automotive",5671
"1753","2017-01-01","Netflix","Media",5592
"1754","2017-01-01","Discovery","Media",5411
"1755","2017-01-01","PayPal","Financial Services",5408
"1756","2017-01-01","Tiffany & Co.","Luxury",5394
"1757","2017-01-01","Jack Daniel's","Alcohol",5332
"1758","2017-01-01","KFC","Restaurants",5313
"1759","2017-01-01","Salesforce.com","Business Services",5224
"1760","2017-01-01","Heineken","Alcohol",5181
"1761","2017-01-01","Burberry","Luxury",5135
"1762","2017-01-01","MINI","Automotive",5114
"1763","2017-01-01","Ferrari","Automotive",4876
"1764","2017-01-01","Caterpillar","Diversified",4868
"1765","2017-01-01","Sprite","Beverages",4842
"1766","2017-01-01","Shell","Energy",4823
"1767","2017-01-01","John Deere","Diversified",4783
"1768","2017-01-01","Corona","Alcohol",4776
"1769","2017-01-01","Prada","Luxury",4716
"1770","2017-01-01","Dior","Luxury",4587
"1771","2017-01-01","Johnnie Walker","Alcohol",4405
"1772","2017-01-01","Smirnoff","Alcohol",4288
"1773","2017-01-01","Tesla","Automotive",4009
"1774","2017-01-01","Moët & Chandon","Alcohol",4006
"1775","2017-01-01","Lenovo","Technology",4004
"1776","2018-01-01","Apple","Technology",214480
"1777","2018-01-01","Google","Technology",155506
"1778","2018-01-01","Amazon","Technology",100764
"1779","2018-01-01","Microsoft","Technology",92715
"1780","2018-01-01","Coca-Cola","Beverages",66341
"1781","2018-01-01","Samsung","Technology",59890
"1782","2018-01-01","Toyota","Automotive",53404
"1783","2018-01-01","Mercedes-Benz","Automotive",48601
"1784","2018-01-01","Facebook","Technology",45168
"1785","2018-01-01","McDonald's","Restaurants",43417
"1786","2018-01-01","Intel","Technology",43293
"1787","2018-01-01","IBM","Business Services",42972
"1788","2018-01-01","BMW","Automotive",41006
"1789","2018-01-01","Disney","Media",39874
"1790","2018-01-01","Cisco","Business Services",34575
"1791","2018-01-01","GE","Diversified",32757
"1792","2018-01-01","Nike","Sporting Goods",30120
"1793","2018-01-01","Louis Vuitton","Luxury",28152
"1794","2018-01-01","Oracle","Business Services",26133
"1795","2018-01-01","Honda","Automotive",23682
"1796","2018-01-01","SAP","Business Services",22885
"1797","2018-01-01","Pepsi","Beverages",20798
"1798","2018-01-01","Chanel","Luxury",20005
"1799","2018-01-01","American Express","Financial Services",19139
"1800","2018-01-01","Zara","Apparel",17712
"1801","2018-01-01","J.P. Morgan","Financial Services",17567
"1802","2018-01-01","IKEA","Retail",17458
"1803","2018-01-01","Gillette","FMCG",16864
"1804","2018-01-01","UPS","Logistics",16849
"1805","2018-01-01","H&M","Apparel",16826
"1806","2018-01-01","Pampers","FMCG",16617
"1807","2018-01-01","Hermès","Luxury",16372
"1808","2018-01-01","Budweiser","Alcohol",15627
"1809","2018-01-01","Accenture","Business Services",14214
"1810","2018-01-01","Ford","Automotive",13995
"1811","2018-01-01","Hyundai","Automotive",13535
"1812","2018-01-01","NESCAFÉ","Beverages",13053
"1813","2018-01-01","eBay","Retail",13017
"1814","2018-01-01","Gucci","Luxury",12942
"1815","2018-01-01","Nissan","Automotive",12213
"1816","2018-01-01","Volkswagen","Automotive",12201
"1817","2018-01-01","Audi","Automotive",12187
"1818","2018-01-01","Philips","Electronics",12104
"1819","2018-01-01","Goldman Sachs","Financial Services",11769
"1820","2018-01-01","Citi","Financial Services",11577
"1821","2018-01-01","HSBC","Financial Services",11208
"1822","2018-01-01","AXA","Financial Services",11118
"1823","2018-01-01","L'Oréal","FMCG",11102
"1824","2018-01-01","Allianz","Financial Services",10821
"1825","2018-01-01","adidas","Sporting Goods",10772
"1826","2018-01-01","Adobe","Business Services",10748
"1827","2018-01-01","Porsche","Automotive",10707
"1828","2018-01-01","Kellogg's","FMCG",10634
"1829","2018-01-01","HP","Electronics",10433
"1830","2018-01-01","Canon","Electronics",10380
"1831","2018-01-01","Siemens","Diversified",10132
"1832","2018-01-01","Starbucks","Restaurants",9615
"1833","2018-01-01","Danone","FMCG",9533
"1834","2018-01-01","Sony","Electronics",9316
"1835","2018-01-01","3M","Diversified",9104
"1836","2018-01-01","Visa","Financial Services",9021
"1837","2018-01-01","Nestlé","FMCG",8938
"1838","2018-01-01","Morgan Stanley","Financial Services",8802
"1839","2018-01-01","Colgate","FMCG",8659
"1840","2018-01-01","Hewlett Packard Enterprise","Business Services",8157
"1841","2018-01-01","Netflix","Media",8111
"1842","2018-01-01","Cartier","Luxury",7646
"1843","2018-01-01","Huawei","Technology",7578
"1844","2018-01-01","Banco Santander","Financial Services",7547
"1845","2018-01-01","Mastercard","Financial Services",7545
"1846","2018-01-01","Kia","Automotive",6925
"1847","2018-01-01","FedEx","Logistics",6890
"1848","2018-01-01","PayPal","Financial Services",6621
"1849","2018-01-01","LEGO","FMCG",6533
"1850","2018-01-01","Salesforce.com","Business Services",6432
"1851","2018-01-01","Panasonic","Electronics",6293
"1852","2018-01-01","Johnson & Johnson","FMCG",6231
"1853","2018-01-01","Land Rover","Automotive",6221
"1854","2018-01-01","DHL","Logistics",5881
"1855","2018-01-01","Ferrari","Automotive",5760
"1856","2018-01-01","Discovery","Media",5755
"1857","2018-01-01","Caterpillar","Diversified",5730
"1858","2018-01-01","Tiffany & Co.","Luxury",5642
"1859","2018-01-01","Jack Daniel's","Alcohol",5641
"1860","2018-01-01","Corona","Alcohol",5517
"1861","2018-01-01","KFC","Restaurants",5481
"1862","2018-01-01","Heineken","Alcohol",5393
"1863","2018-01-01","John Deere","Diversified",5375
"1864","2018-01-01","Shell","Energy",5276
"1865","2018-01-01","MINI","Automotive",5254
"1866","2018-01-01","Dior","Luxury",5223
"1867","2018-01-01","Spotify","Media",5176
"1868","2018-01-01","Harley-Davidson","Automotive",5161
"1869","2018-01-01","Burberry","Luxury",4989
"1870","2018-01-01","Prada","Luxury",4812
"1871","2018-01-01","Sprite","Beverages",4733
"1872","2018-01-01","Johnnie Walker","Alcohol",4731
"1873","2018-01-01","Hennessy","Alcohol",4722
"1874","2018-01-01","Nintendo","Electronics",4696
"1875","2018-01-01","Subaru","Automotive",4214
"1876","2019-01-01","Apple","Technology",234241
"1877","2019-01-01","Google","Technology",167713
"1878","2019-01-01","Amazon","Technology",125263
"1879","2019-01-01","Microsoft","Technology",108847
"1880","2019-01-01","Coca-Cola","Beverages",63365
"1881","2019-01-01","Samsung","Technology",61098
"1882","2019-01-01","Toyota","Automotive",56246
"1883","2019-01-01","Mercedes-Benz","Automotive",50832
"1884","2019-01-01","McDonald's","Restaurants",45362
"1885","2019-01-01","Disney","Media",44352
"1886","2019-01-01","BMW","Automotive",41440
"1887","2019-01-01","IBM","Business Services",40381
"1888","2019-01-01","Intel","Technology",40197
"1889","2019-01-01","Facebook","Technology",39857
"1890","2019-01-01","Cisco","Business Services",35559
"1891","2019-01-01","Nike","Sporting Goods",32376
"1892","2019-01-01","Louis Vuitton","Luxury",32223
"1893","2019-01-01","Oracle","Business Services",26288
"1894","2019-01-01","GE","Diversified",25566
"1895","2019-01-01","SAP","Business Services",25092
"1896","2019-01-01","Honda","Automotive",24422
"1897","2019-01-01","Chanel","Luxury",22134
"1898","2019-01-01","American Express","Financial Services",21629
"1899","2019-01-01","Pepsi","Beverages",20488
"1900","2019-01-01","J.P. Morgan","Financial Services",19044
"1901","2019-01-01","IKEA","Retail",18407
"1902","2019-01-01","UPS","Logistics",18072
"1903","2019-01-01","Hermès","Luxury",17920
"1904","2019-01-01","Zara","Apparel",17175
"1905","2019-01-01","H&M","Apparel",16345
"1906","2019-01-01","Accenture","Business Services",16205
"1907","2019-01-01","Budweiser","Alcohol",16018
"1908","2019-01-01","Gucci","Luxury",15949
"1909","2019-01-01","Pampers","FMCG",15773
"1910","2019-01-01","Ford","Automotive",14325
"1911","2019-01-01","Hyundai","Automotive",14156
"1912","2019-01-01","Gillette","FMCG",13753
"1913","2019-01-01","NESCAFÉ","Beverages",13605
"1914","2019-01-01","Adobe","Business Services",12937
"1915","2019-01-01","Volkswagen","Automotive",12921
"1916","2019-01-01","Citi","Financial Services",12697
"1917","2019-01-01","Audi","Automotive",12689
"1918","2019-01-01","Allianz","Financial Services",12078
"1919","2019-01-01","eBay","Retail",12010
"1920","2019-01-01","adidas","Sporting Goods",11992
"1921","2019-01-01","AXA","Financial Services",11830
"1922","2019-01-01","HSBC","Financial Services",11816
"1923","2019-01-01","Starbucks","Restaurants",11798
"1924","2019-01-01","Philips","Electronics",11661
"1925","2019-01-01","Porsche","Automotive",11652
"1926","2019-01-01","L'Oréal","FMCG",11589
"1927","2019-01-01","Nissan","Automotive",11502
