"","date","name","category","value"
"1928","2019-01-01","Goldman Sachs","Financial Services",11352
"1929","2019-01-01","HP","Electronics",10891
"1930","2019-01-01","Visa","Financial Services",10756
"1931","2019-01-01","Sony","Electronics",10514
"1932","2019-01-01","Kellogg's","FMCG",10419
"1933","2019-01-01","Siemens","Diversified",10259
"1934","2019-01-01","Danone","FMCG",9915
"1935","2019-01-01","Nestlé","FMCG",9534
"1936","2019-01-01","Canon","Electronics",9482
"1937","2019-01-01","Mastercard","Financial Services",9430
"1938","2019-01-01","Dell","Electronics",9086
"1939","2019-01-01","3M","Diversified",9035
"1940","2019-01-01","Netflix","Media",8963
"1941","2019-01-01","Colgate","FMCG",8824
"1942","2019-01-01","Banco Santander","Financial Services",8521
"1943","2019-01-01","Cartier","Luxury",8192
"1944","2019-01-01","Morgan Stanley","Financial Services",8185
"1945","2019-01-01","Salesforce.com","Business Services",8004
"1946","2019-01-01","Hewlett Packard Enterprise","Business Services",7909
"1947","2019-01-01","PayPal","Financial Services",7604
"1948","2019-01-01","FedEx","Logistics",6998
"1949","2019-01-01","Huawei","Technology",6887
"1950","2019-01-01","LEGO","FMCG",6884
"1951","2019-01-01","Caterpillar","Diversified",6791
"1952","2019-01-01","Ferrari","Automotive",6458
"1953","2019-01-01","Kia","Automotive",6428
"1954","2019-01-01","Corona","Alcohol",6369
"1955","2019-01-01","Jack Daniel's","Alcohol",6347
"1956","2019-01-01","Panasonic","Electronics",6189
"1957","2019-01-01","Dior","Luxury",6045
"1958","2019-01-01","DHL","Logistics",5987
"1959","2019-01-01","John Deere","Diversified",5883
"1960","2019-01-01","Land Rover","Automotive",5855
"1961","2019-01-01","Johnson & Johnson","FMCG",5720
"1962","2019-01-01","Uber","Technology",5714
"1963","2019-01-01","Heineken","Alcohol",5626
"1964","2019-01-01","Nintendo","Electronics",5550
"1965","2019-01-01","MINI","Automotive",5532
"1966","2019-01-01","Discovery","Media",5525
"1967","2019-01-01","Spotify","Media",5516
"1968","2019-01-01","KFC","Restaurants",5509
"1969","2019-01-01","Tiffany & Co.","Luxury",5335
"1970","2019-01-01","Hennessy","Alcohol",5297
"1971","2019-01-01","Burberry","Luxury",5205
"1972","2019-01-01","Shell","Energy",5105
"1973","2019-01-01","LinkedIn","Media",4836
"1974","2019-01-01","Harley-Davidson","Automotive",4793
"1975","2019-01-01","Prada","Luxury",4781
